udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min
4121,M18980,M,302.1,310.7,1376,46.3,210
4165,L51344,L,302.2,310.6,1346,47.5,109
4771,L51950,L,303.5,311.9,1344,49.3,93
4156,L51335,L,302.0,310.5,1370,44.4,85
4406,L51585,L,302.4,310.2,1331,45.5,53
4837,L52016,L,303.3,311.8,1315,62.0,42
4832,L52011,L,303.5,312.0,1366,54.5,30
4154,M19013,M,302.0,310.4,1212,55.6,79
4662,L51841,L,303.3,311.3,1350,48.1,32
4643,L51822,L,303.2,311.4,1238,54.6,226
4139,L51318,L,301.7,310.2,1311,57.4,40
4557,M19416,M,302.7,310.6,1349,51.2,6
4703,L51882,L,303.6,311.8,1222,66.8,148
4670,M19529,M,303.3,311.5,1373,47.3,60
4248,L51427,L,302.6,311.0,1369,60.0,93
4186,L51365,L,302.2,310.6,1348,48.4,161
3788,L50967,L,302.3,310.8,1377,47.3,22
4082,L51261,L,302.0,310.4,1336,58.2,110
4769,L51948,L,303.6,312.0,1309,52.9,86
4852,L52031,L,303.7,312.1,1363,51.8,90
4602,M19461,M,303.0,311.1,1372,54.3,117
4079,H33492,H,302.1,310.7,1294,62.4,101
4324,L51503,L,301.8,310.3,1341,50.5,64
3794,L50973,L,302.3,310.9,1379,49.3,34
4362,M19221,M,302.1,310.1,1379,48.2,166
4141,L51320,L,301.7,310.2,1331,61.2,47
4185,L51364,L,302.2,310.6,1334,53.2,159
4422,L51601,L,302.6,310.2,1325,62.4,92
5707,L52886,L,302.4,311.9,1290,70.0,139
51,L47230,L,298.9,309.1,2861,4.6,143
7537,L54716,L,300.1,311.3,2579,12.5,64
3458,M18317,M,301.5,310.4,2639,12.0,21
4049,L51228,L,301.9,311.0,2691,12.1,31
7084,L54263,L,300.7,310.4,1416,61.8,209
4343,M19202,M,301.7,309.8,1284,68.2,111
6933,L54112,L,300.8,311.4,1322,67.2,18
443,L47622,L,297.4,308.5,1399,61.5,61
2427,M17286,M,298.9,308.2,1372,63.6,30
5049,H34462,H,304.0,313.2,1271,68.6,161
2599,L49778,L,299.1,308.8,1320,67.5,20
1809,L48988,L,298.1,307.7,2567,12.8,125
4921,L52100,L,303.4,312.2,1337,69.4,52
1285,L48464,L,298.4,309.5,2153,15.3,98
6679,M21538,M,301.5,310.7,1336,65.6,0
7565,M22424,M,300.3,311.2,1381,65.2,136
4003,L51182,L,302.1,311.2,1454,59.2,153
1096,L48275,L,296.9,307.5,2721,9.3,18
3868,M18727,M,302.7,311.6,2709,9.7,2
4293,M19152,M,301.8,310.1,2372,13.9,205
1145,L48324,L,297.0,307.9,1296,69.1,153
1497,L48676,L,298.0,308.7,1268,69.4,189
3944,L51123,L,302.3,311.4,1333,66.7,205
9765,L56944,L,298.5,309.5,1294,66.7,12
4998,M19857,M,303.6,312.8,2659,11.4,26
6541,M21400,M,301.4,310.7,1368,63.7,92
4297,L51476,L,301.8,310.2,2825,5.8,215
195,M15054,M,298.2,308.5,2678,10.7,86
169,L47348,L,298.4,308.3,1433,62.3,20
2880,M17739,M,300.6,309.4,1367,63.2,45
3580,L50759,L,301.8,310.6,2672,11.8,124
8196,L55375,L,299.4,310.8,1376,53.9,215
6154,L53333,L,301.0,311.1,1236,64.4,177
7592,M22451,M,300.5,311.1,1296,61.3,202
3020,L50199,L,300.5,309.8,1379,54.2,207
7670,L54849,L,300.7,311.8,1336,58.4,189
4985,L52164,L,303.8,313.1,1256,58.7,213
3351,L50530,L,301.4,310.8,1285,62.6,183
9660,L56839,L,298.9,309.8,1287,61.9,216
2076,L49255,L,299.5,309.4,1390,58.8,195
2762,L49941,L,299.8,309.3,1299,65.1,212
4025,M18884,M,302.1,311.0,1351,60.3,207
9494,L56673,L,299.1,309.8,1398,55.4,217
7927,L55106,L,300.7,311.9,1335,57.1,194
1336,L48515,L,299.0,310.4,1371,53.8,228
9015,M23874,M,297.2,308.1,1340,61.3,207
1834,L49013,L,297.8,307.3,1327,61.0,186
587,L47766,L,297.6,309.6,1501,49.8,222
3357,L50536,L,301.6,310.8,1355,57.8,195
249,L47428,L,298.0,308.3,1362,56.8,216
6079,L53258,L,300.8,310.7,1339,59.1,203
243,L47422,L,298.0,308.2,1348,58.8,202
9831,L57010,L,298.3,309.3,1337,56.1,206
1335,L48514,L,299.0,310.4,1365,49.1,226
1163,L48342,L,296.9,307.8,1400,57.1,202
1162,L48341,L,297.0,307.8,1316,61.2,200
4815,L51994,L,303.4,311.8,1401,53.0,208
8847,M23706,M,297.4,308.8,1325,62.4,204
5142,L52321,L,304.4,313.7,1509,35.0,205
7088,L54267,L,300.6,310.3,1648,30.5,217
1510,L48689,L,298.0,308.5,1429,37.7,220
4647,L51826,L,303.3,311.4,1497,46.0,234
8358,L55537,L,298.5,309.5,1385,46.3,203
1088,H30501,H,296.9,307.8,1549,35.8,206
6760,L53939,L,301.7,311.0,1441,44.3,208
1683,H31096,H,297.9,307.4,1604,36.1,225
2865,H32278,H,300.6,309.4,1380,47.6,246
1997,M16856,M,298.4,308.0,1416,38.2,198
5310,M20169,M,303.9,313.2,1422,48.0,215
3866,H33279,H,302.6,311.5,1629,34.4,228
5402,M20261,M,302.6,312.3,1454,54.8,253
6420,H35833,H,300.3,309.9,1394,46.7,210
1303,L48482,L,298.6,309.8,1505,45.7,144
5554,L52733,L,302.5,311.9,1306,59.7,172
6961,L54140,L,300.7,311.0,1413,52.0,91
6914,L54093,L,300.8,311.2,1481,38.5,181
5510,L52689,L,302.8,312.2,1509,36.5,52
3066,M17925,M,300.1,309.2,1687,27.7,95
