udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
5126,M19985,M,304.3,313.5,1416,48.1,167,No Failure
5128,M19987,M,304.3,313.5,2245,15.1,172,No Failure
5129,L52308,L,304.2,313.4,1434,42.5,175,No Failure
5131,L52310,L,304.2,313.3,1668,35.7,180,No Failure
5132,L52311,L,304.1,313.3,1452,43.9,182,No Failure
5134,L52313,L,304.1,313.2,1824,25.8,186,No Failure
5135,L52314,L,304.1,313.3,1438,45.5,188,No Failure
5136,L52315,L,304.1,313.3,1883,24.5,190,No Failure
5137,L52316,L,304.2,313.4,1735,28.9,192,No Failure
5138,L52317,L,304.3,313.5,1464,36.7,194,No Failure
5140,M19999,M,304.4,313.6,1510,38.9,199,No Failure
5143,L52322,L,304.4,313.6,1568,39.1,0,No Failure
5145,L52324,L,304.4,313.7,1607,33.5,5,No Failure
5146,L52325,L,304.5,313.7,1670,32.9,7,No Failure
5147,L52326,L,304.4,313.6,1585,38.9,9,No Failure
5149,L52328,L,304.4,313.6,1507,43.1,13,No Failure
5150,L52329,L,304.3,313.5,1452,41.5,15,No Failure
5153,L52332,L,304.3,313.5,2643,12.7,21,No Failure
5154,L52333,L,304.2,313.4,1644,31.7,23,No Failure
5155,L52334,L,304.2,313.4,1568,37.6,25,No Failure
5159,L52338,L,304.1,313.3,1459,50.3,39,No Failure
5160,L52339,L,304.2,313.4,1490,44.0,41,No Failure
5162,M20021,M,304.1,313.2,2028,18.9,45,No Failure
5165,M20024,M,304.3,313.4,1624,32.1,53,No Failure
5166,L52345,L,304.2,313.4,1421,43.4,56,No Failure
5168,L52347,L,304.2,313.4,1639,32.7,63,No Failure
5169,H34582,H,304.1,313.4,1696,29.6,65,No Failure
5170,L52349,L,304.1,313.3,1470,39.9,70,No Failure
5171,M20030,M,304.1,313.3,1480,38.4,72,No Failure
5173,L52352,L,304.2,313.4,1740,28.2,78,No Failure
5174,M20033,M,304.2,313.5,1739,28.1,80,No Failure
5176,L52355,L,304.2,313.4,1740,23.7,86,No Failure
5177,M20036,M,304.0,313.3,1844,27.1,88,No Failure
5178,H34591,H,304.0,313.1,1388,53.2,91,No Failure
5180,M20039,M,304.0,313.1,1450,42.8,101,No Failure
5181,L52360,L,304.0,313.2,1584,38.7,104,No Failure
5182,L52361,L,304.0,313.1,1720,28.7,106,No Failure
5183,L52362,L,303.9,313.1,1586,31.9,108,No Failure
5185,L52364,L,304.0,313.0,1397,42.4,113,No Failure
5186,L52365,L,304.0,313.0,2012,21.1,115,No Failure
5187,L52366,L,304.0,313.0,2354,15.0,117,No Failure
5188,L52367,L,304.0,313.1,1648,35.7,119,No Failure
5189,L52368,L,304.0,313.2,1632,30.6,121,No Failure
5190,M20049,M,304.1,313.2,1427,46.9,123,No Failure
5191,L52370,L,304.1,313.2,1452,48.0,126,No Failure
5193,L52372,L,303.9,313.1,1310,62.9,130,No Failure
5195,M20054,M,303.9,313.1,1668,34.4,137,No Failure
5196,L52375,L,303.9,313.0,1551,36.8,140,No Failure
5198,H34611,H,303.8,312.9,1570,35.8,147,No Failure
5199,L52378,L,303.8,312.8,1428,53.3,152,No Failure
5203,L52382,L,303.7,312.7,1335,51.1,161,No Failure
5204,M20063,M,303.7,312.6,1671,30.5,163,No Failure
5205,L52384,L,303.7,312.7,1989,22.4,166,No Failure
5207,H34620,H,303.7,312.6,1711,27.6,170,No Failure
5211,L52390,L,303.7,312.6,1466,42.5,183,No Failure
5212,L52391,L,303.7,312.5,1433,53.6,185,No Failure
5213,L52392,L,303.7,312.5,1397,45.7,187,No Failure
5214,M20073,M,303.7,312.6,1429,43.3,189,No Failure
5215,L52394,L,303.7,312.7,1572,37.2,192,No Failure
5216,M20075,M,303.7,312.7,1532,42.7,194,No Failure
5220,L52399,L,303.8,313.0,1365,59.9,205,Overstrain Failure
5221,L52400,L,303.8,313.0,1633,32.9,207,No Failure
5222,L52401,L,303.9,313.0,1626,31.4,209,No Failure
5223,L52402,L,303.9,313.1,1665,29.6,0,No Failure
5227,L52406,L,303.9,313.0,1403,48.3,10,No Failure
5229,M20088,M,303.9,313.1,1343,61.4,14,No Failure
5230,H34643,H,303.9,313.1,1790,26.7,17,No Failure
5233,L52412,L,303.6,312.9,1381,57.8,27,No Failure
5234,L52413,L,303.6,312.9,1450,45.3,29,No Failure
5235,L52414,L,303.7,312.9,1461,50.1,31,No Failure
5236,M20095,M,303.7,312.9,1511,41.0,33,No Failure
5239,L52418,L,303.7,313.0,1457,44.1,40,No Failure
5241,L52420,L,303.7,313.0,1694,28.0,44,No Failure
5242,L52421,L,303.7,313.1,1683,28.4,46,No Failure
5243,L52422,L,303.7,313.1,1496,47.4,48,No Failure
5246,L52425,L,303.6,313.0,1575,38.3,54,No Failure
5249,M20108,M,303.5,313.0,1902,21.6,60,No Failure
5250,M20109,M,303.4,312.9,1422,39.9,63,No Failure
5252,M20111,M,303.4,312.9,1307,54.3,68,No Failure
5254,L52433,L,303.5,313.0,1547,40.3,73,No Failure
5255,L52434,L,303.5,313.1,1897,23.6,75,No Failure
5256,M20115,M,303.5,313.0,1403,51.9,77,No Failure
5258,L52437,L,303.5,313.0,1482,38.5,82,No Failure
5259,M20118,M,303.5,312.9,1572,44.7,84,No Failure
5260,L52439,L,303.5,312.9,1544,36.9,87,No Failure
5261,M20120,M,303.5,313.0,1492,46.1,89,No Failure
5262,L52441,L,303.4,312.8,1513,35.8,92,No Failure
5263,L52442,L,303.4,312.8,1449,43.9,94,No Failure
5264,L52443,L,303.5,312.8,1877,22.3,96,No Failure
5265,L52444,L,303.4,312.8,1376,53.4,98,No Failure
5266,M20125,M,303.5,312.9,1883,23.3,100,No Failure
5268,M20127,M,303.5,312.9,1438,42.8,106,No Failure
5269,L52448,L,303.4,312.9,1389,54.1,109,No Failure
5270,L52449,L,303.5,312.9,1504,44.8,111,No Failure
5271,L52450,L,303.5,312.9,1275,64.4,113,No Failure
5272,L52451,L,303.6,313.0,1534,39.7,115,No Failure
5273,M20132,M,303.6,313.0,1396,38.2,117,No Failure
5275,L52454,L,303.6,313.0,1617,30.9,122,No Failure
5276,L52455,L,303.7,313.1,1423,41.2,124,No Failure
5277,L52456,L,303.5,313.0,1606,34.0,126,No Failure
5278,L52457,L,303.5,312.9,1501,44.0,128,No Failure
5279,M20138,M,303.5,312.9,1618,30.4,130,No Failure
5283,H34696,H,303.8,313.2,1381,52.4,140,No Failure
5284,L52463,L,303.8,313.2,1525,41.9,145,No Failure
5285,M20144,M,303.8,313.2,1732,29.6,147,No Failure
5286,L52465,L,303.8,313.1,1523,39.8,150,No Failure
5287,L52466,L,303.8,313.1,1422,42.4,152,No Failure
5288,H34701,H,303.8,313.2,1506,46.9,154,No Failure
5289,L52468,L,303.8,313.2,1531,39.4,159,No Failure
5290,M20149,M,303.9,313.3,1507,34.3,161,No Failure
5291,L52470,L,303.9,313.3,1526,40.7,164,No Failure
5292,L52471,L,303.8,313.3,1406,52.1,166,No Failure
5294,M20153,M,303.9,313.4,1464,49.1,171,No Failure
5296,L52475,L,303.8,313.2,1336,47.8,176,No Failure
5297,H34710,H,303.8,313.2,1379,50.2,178,No Failure
5298,L52477,L,303.7,313.1,1406,48.6,183,No Failure
5299,M20158,M,303.7,313.1,2130,18.1,185,No Failure
5300,L52479,L,303.7,313.1,1355,49.1,188,No Failure
5301,M20160,M,303.8,313.2,1710,26.5,190,No Failure
5304,L52483,L,303.9,313.2,1481,44.1,197,No Failure
5305,L52484,L,303.9,313.1,1425,49.3,199,No Failure
5306,H34719,H,303.9,313.2,1680,29.1,201,No Failure
5307,H34720,H,304.0,313.2,1612,31.7,206,No Failure
5309,L52488,L,304.0,313.2,1481,42.6,213,No Failure
5311,L52490,L,303.8,313.0,1427,43.0,0,No Failure
5312,H34725,H,303.7,312.9,1460,49.8,2,No Failure
5314,M20173,M,303.7,312.9,1566,32.6,9,No Failure
5315,L52494,L,303.6,312.8,1701,30.8,12,No Failure
5316,L52495,L,303.6,312.8,1710,27.2,14,No Failure
5317,M20176,M,303.6,312.8,1689,33.1,16,No Failure
5318,L52497,L,303.6,312.7,1637,32.9,19,No Failure
5319,L52498,L,303.5,312.6,1496,39.0,21,No Failure
5320,M20179,M,303.5,312.7,1402,47.0,23,No Failure
5321,L52500,L,303.4,312.7,1363,45.5,26,No Failure
5322,M20181,M,303.4,312.7,1576,49.9,28,No Failure
5323,M20182,M,303.4,312.7,1357,55.3,31,No Failure
5325,M20184,M,303.4,312.8,1526,30.8,37,No Failure
5328,M20187,M,303.5,312.7,2116,16.7,45,No Failure
5330,L52509,L,303.7,313.0,1456,45.5,51,No Failure
5331,L52510,L,303.6,312.9,1588,31.9,53,No Failure
5332,L52511,L,303.7,312.8,1448,44.5,55,No Failure
5333,H34746,H,303.6,312.7,1403,46.2,57,No Failure
5334,M20193,M,303.5,312.6,1405,51.6,62,No Failure
5335,M20194,M,303.4,312.6,2706,9.8,65,Power Failure
5336,M20195,M,303.3,312.4,1505,38.9,68,No Failure
5337,L52516,L,303.2,312.4,1663,33.7,71,No Failure
5340,M20199,M,303.4,312.7,1594,32.8,79,No Failure
5341,L52520,L,303.5,312.7,1393,49.3,82,No Failure
5342,H34755,H,303.5,312.8,1404,55.8,84,No Failure
5344,L52523,L,303.5,312.8,1607,38.4,92,No Failure
5345,L52524,L,303.4,312.8,1360,50.8,94,No Failure
5346,L52525,L,303.5,312.8,1524,39.4,96,No Failure
5347,L52526,L,303.4,312.7,1534,35.5,98,No Failure
5348,L52527,L,303.3,312.7,1262,63.8,100,No Failure
5350,M20209,M,303.3,312.7,1642,33.6,104,No Failure
5352,M20211,M,303.5,312.9,1530,34.5,110,No Failure
5353,M20212,M,303.4,312.8,1590,36.3,113,No Failure
5354,L52533,L,303.4,312.7,1589,34.0,116,No Failure
5355,L52534,L,303.4,312.6,1462,37.5,118,No Failure
5356,H34769,H,303.3,312.5,1328,49.8,120,No Failure
5357,H34770,H,303.3,312.6,1692,29.0,125,No Failure
5358,L52537,L,303.3,312.5,1968,20.6,130,No Failure
5359,H34772,H,303.3,312.6,1827,24.2,132,No Failure
5360,M20219,M,303.3,312.6,1397,47.1,137,No Failure
5361,L52540,L,303.3,312.6,1463,44.0,140,No Failure
5362,L52541,L,303.3,312.7,1643,30.7,142,No Failure
5363,L52542,L,303.2,312.6,1281,57.0,144,No Failure
5366,L52545,L,303.1,312.6,1548,36.4,150,No Failure
5367,H34780,H,303.1,312.6,1404,40.6,152,No Failure
5369,M20228,M,303.1,312.5,1667,30.0,160,No Failure
5370,H34783,H,303.0,312.5,1507,37.9,163,No Failure
5371,H34784,H,303.0,312.4,1627,37.1,168,No Failure
5373,H34786,H,302.9,312.3,1509,46.8,175,No Failure
5374,M20233,M,302.9,312.3,1809,25.0,180,No Failure
5375,L52554,L,302.9,312.3,1515,40.8,183,No Failure
5379,L52558,L,302.9,312.4,1550,36.9,194,No Failure
5380,L52559,L,302.9,312.4,1446,41.7,196,No Failure
5381,L52560,L,302.8,312.3,1494,37.5,198,No Failure
5382,L52561,L,302.8,312.4,1651,27.0,200,No Failure
5383,L52562,L,302.9,312.4,1698,33.8,202,No Failure
5389,M20248,M,302.8,312.3,1432,49.0,218,No Failure
5390,L52569,L,302.8,312.3,1366,49.1,221,No Failure
5391,H34804,H,302.8,312.3,1483,47.2,223,No Failure
5392,L52571,L,302.7,312.2,1572,34.4,228,No Failure
5393,L52572,L,302.8,312.2,1481,40.2,230,No Failure
5395,M20254,M,302.8,312.3,1262,70.5,234,Power Failure
5397,L52576,L,302.8,312.4,1523,39.7,239,No Failure
5398,M20257,M,302.8,312.3,1416,42.7,241,No Failure
5399,L52578,L,302.9,312.4,1923,23.9,244,No Failure
5400,H34813,H,302.8,312.4,1411,53.8,246,Overstrain Failure
5401,L52580,L,302.7,312.4,1477,46.3,251,Overstrain Failure
5406,L52585,L,302.7,312.4,1444,48.7,9,No Failure
5407,L52586,L,302.7,312.4,1360,47.8,11,No Failure
5408,L52587,L,302.7,312.4,1954,24.8,13,No Failure
5410,L52589,L,302.7,312.4,1433,44.2,17,No Failure
5411,M20270,M,302.7,312.5,1417,51.5,19,No Failure
5412,L52591,L,302.8,312.6,1462,39.4,22,No Failure
5413,L52592,L,302.9,312.6,1328,59.9,24,No Failure
5414,H34827,H,302.7,312.5,1527,36.4,26,No Failure
5415,L52594,L,302.6,312.3,1534,34.3,31,No Failure
5416,M20275,M,302.6,312.4,1410,50.3,33,No Failure
5417,L52596,L,302.6,312.3,1660,30.3,36,No Failure
5418,L52597,L,302.6,312.4,1386,45.8,38,No Failure
5419,L52598,L,302.6,312.4,1398,41.6,40,No Failure
5420,L52599,L,302.6,312.3,1321,53.4,42,No Failure
5421,L52600,L,302.6,312.3,1512,34.2,44,No Failure
5423,M20282,M,302.7,312.4,1422,44.5,49,No Failure
5425,L52604,L,302.6,312.2,1377,45.5,54,No Failure
5427,L52606,L,302.6,312.3,1554,42.0,58,No Failure
5430,L52609,L,302.8,312.4,1590,34.4,64,No Failure
5431,L52610,L,302.8,312.5,1694,28.4,66,No Failure
5432,L52611,L,302.8,312.5,1462,43.4,68,No Failure
5433,L52612,L,302.8,312.4,1392,46.2,70,No Failure
5435,L52614,L,302.9,312.5,1629,30.4,74,No Failure
5436,M20295,M,303.0,312.5,1524,42.1,76,No Failure
5438,M20297,M,302.9,312.6,1394,46.4,82,No Failure
5440,L52619,L,303.0,312.5,1626,30.5,87,No Failure
5442,M20301,M,303.0,312.6,1392,42.9,94,No Failure
5443,L52622,L,303.1,312.7,1353,51.8,97,No Failure
5444,M20303,M,303.0,312.7,1426,46.8,99,No Failure
5447,L52626,L,303.1,312.9,1511,40.1,107,No Failure
5448,L52627,L,303.1,312.8,1465,44.1,109,No Failure
5450,L52629,L,303.1,312.8,2329,15.1,113,No Failure
5452,L52631,L,303.0,312.7,1361,48.8,120,No Failure
5456,M20315,M,303.1,312.6,1895,23.5,129,No Failure
5457,M20316,M,303.1,312.6,1567,32.9,132,No Failure
5458,M20317,M,303.0,312.5,1602,33.7,135,No Failure
5459,L52638,L,303.1,312.6,1514,42.1,138,No Failure
5460,L52639,L,303.1,312.5,1453,49.1,140,No Failure
5461,M20320,M,303.0,312.4,1526,36.1,142,No Failure
5463,L52642,L,302.9,312.3,1889,22.8,148,No Failure
5464,L52643,L,302.9,312.4,1561,34.8,150,No Failure
5465,M20324,M,302.9,312.4,1659,33.1,152,No Failure
5466,L52645,L,302.9,312.4,1424,49.5,155,No Failure
5467,M20326,M,302.9,312.3,1426,44.7,157,No Failure
5469,L52648,L,302.8,312.3,1764,29.9,162,No Failure
5471,M20330,M,302.7,312.2,1585,35.5,167,No Failure
5472,L52651,L,302.7,312.3,1346,61.2,170,Random Failures
5473,L52652,L,302.8,312.3,1386,57.8,172,No Failure
5474,L52653,L,302.7,312.2,1369,51.8,174,No Failure
5475,M20334,M,302.7,312.1,1378,46.9,176,No Failure
5476,L52655,L,302.7,312.2,1336,46.8,179,No Failure
5479,L52658,L,302.7,312.2,1611,34.1,186,No Failure
5482,L52661,L,302.6,312.0,1781,28.5,196,No Failure
5483,L52662,L,302.6,312.1,1782,26.8,198,No Failure
5485,M20344,M,302.5,312.0,1826,25.3,203,No Failure
5487,L52666,L,302.6,312.2,1520,43.0,208,No Failure
5488,M20347,M,302.6,312.1,1611,39.9,210,No Failure
5489,L52668,L,302.7,312.2,1450,52.1,213,Overstrain Failure
5490,L52669,L,302.6,312.1,1499,35.0,215,Random Failures
5491,L52670,L,302.6,312.1,1288,68.5,0,Power Failure
5493,M20352,M,302.9,312.4,1334,50.9,5,No Failure
5494,L52673,L,302.8,312.4,1376,57.1,8,No Failure
5496,H34909,H,302.9,312.5,1357,55.0,12,Random Failures
5497,M20356,M,302.9,312.5,1924,24.0,17,No Failure
5499,M20358,M,302.9,312.5,1903,21.2,23,No Failure
5500,H34913,H,302.9,312.3,1417,48.7,26,No Failure
5501,L52680,L,302.7,312.1,1601,35.2,31,No Failure
5502,L52681,L,302.7,312.1,1543,37.5,33,No Failure
5503,L52682,L,302.6,312.1,1439,52.3,35,No Failure
5504,H34917,H,302.6,312.0,1657,29.3,37,No Failure
5507,L52686,L,302.9,312.2,1677,30.5,46,No Failure
5508,L52687,L,302.8,312.1,1520,39.9,48,No Failure
5511,L52690,L,302.8,312.1,1418,51.4,54,No Failure
5512,L52691,L,302.8,312.1,1958,20.3,56,No Failure
5514,M20373,M,302.8,312.2,1452,50.3,60,No Failure
5515,L52694,L,302.7,312.0,1828,24.0,63,No Failure
5517,L52696,L,302.6,312.0,1674,32.2,70,No Failure
5518,L52697,L,302.6,311.9,1448,49.5,72,No Failure
5521,M20380,M,302.6,312.0,1496,45.0,79,No Failure
5523,L52702,L,302.6,311.9,1453,39.1,84,No Failure
5527,L52706,L,302.5,311.9,1520,44.9,94,No Failure
5528,M20387,M,302.5,311.9,1532,38.8,96,No Failure
5529,L52708,L,302.4,311.8,1384,50.9,99,No Failure
5530,M20389,M,302.4,311.8,1539,39.9,101,No Failure
5532,M20391,M,302.3,311.7,1504,37.3,107,No Failure
5533,L52712,L,302.4,311.8,1476,46.6,110,No Failure
5534,L52713,L,302.4,311.7,1721,26.9,112,No Failure
5535,M20394,M,302.3,311.7,1494,37.1,114,No Failure
5536,L52715,L,302.3,311.7,1465,43.5,117,No Failure
5539,M20398,M,302.3,311.8,1879,23.0,124,No Failure
5542,L52721,L,302.4,311.8,1433,42.2,134,No Failure
5543,L52722,L,302.3,311.7,1400,41.6,136,No Failure
5544,L52723,L,302.4,311.8,1255,59.0,138,No Failure
5545,L52724,L,302.2,311.7,1471,45.6,140,No Failure
5546,H34959,H,302.2,311.6,1357,44.2,142,No Failure
5547,L52726,L,302.3,311.7,1453,41.2,147,No Failure
5550,H34963,H,302.3,311.9,1374,52.4,154,No Failure
5553,H34966,H,302.5,312.0,1579,35.7,167,No Failure
5555,M20414,M,302.5,312.0,1521,40.2,174,No Failure
5556,L52735,L,302.5,312.0,1411,44.2,177,No Failure
5557,H34970,H,302.5,312.0,1357,42.0,179,No Failure
5559,L52738,L,302.5,311.9,1553,40.1,187,No Failure
5560,M20419,M,302.5,312.0,1451,43.2,189,No Failure
5561,L52740,L,302.4,311.9,1541,37.9,192,No Failure
5562,M20421,M,302.3,311.7,1341,46.3,194,No Failure
5566,L52745,L,302.4,311.9,1671,29.9,204,No Failure
5567,L52746,L,302.4,312.0,1457,45.5,206,No Failure
5568,M20427,M,302.5,312.0,1445,54.8,0,No Failure
5569,L52748,L,302.5,312.1,1534,38.6,3,No Failure
5570,L52749,L,302.4,312.0,1508,36.9,5,No Failure
5571,M20430,M,302.4,312.1,1492,47.7,7,No Failure
5572,L52751,L,302.4,312.0,1562,37.9,10,No Failure
5573,L52752,L,302.4,312.0,1545,36.4,12,No Failure
5576,H34989,H,302.4,312.0,1477,39.7,18,No Failure
5578,L52757,L,302.4,312.1,1455,40.4,28,No Failure
5579,L52758,L,302.5,312.2,1574,38.7,30,No Failure
5580,L52759,L,302.6,312.2,1695,27.1,32,No Failure
5581,M20440,M,302.6,312.2,1458,38.8,34,No Failure
5584,L52763,L,302.5,312.0,1673,29.9,42,No Failure
5585,L52764,L,302.4,311.9,1578,29.9,44,No Failure
5586,M20445,M,302.5,312.0,1642,29.1,46,No Failure
5587,M20446,M,302.4,311.8,1557,31.5,49,No Failure
5588,L52767,L,302.5,311.9,1481,42.9,52,No Failure
5589,M20448,M,302.5,311.8,1566,37.6,54,No Failure
5594,L52773,L,302.6,311.9,1354,48.0,67,No Failure
5595,L52774,L,302.6,311.9,1598,35.5,69,No Failure
5598,L52777,L,302.7,312.0,1501,37.0,77,No Failure
5600,M20459,M,302.7,312.0,1652,31.0,81,No Failure
5602,L52781,L,302.9,312.2,1605,33.9,86,No Failure
5603,L52782,L,302.9,312.1,1334,54.7,88,No Failure
5605,L52784,L,302.9,312.2,1513,37.8,92,No Failure
5606,L52785,L,302.9,312.2,1510,41.4,94,No Failure
5607,L52786,L,302.9,312.2,1729,23.6,96,No Failure
5610,M20469,M,303.1,312.4,1378,50.1,104,No Failure
5612,M20471,M,303.0,312.3,1674,29.5,109,No Failure
5614,M20473,M,303.0,312.3,1483,38.8,114,No Failure
5615,H35028,H,303.0,312.2,1624,28.8,117,No Failure
5616,M20475,M,303.0,312.2,1257,71.3,122,Power Failure
5617,L52796,L,303.0,312.3,1480,41.4,125,No Failure
5618,L52797,L,303.1,312.4,1404,61.5,127,Power Failure
5619,M20478,M,303.0,312.4,1645,29.6,129,No Failure
5620,L52799,L,303.0,312.3,1932,21.9,132,No Failure
5621,L52800,L,303.0,312.3,1533,38.5,134,No Failure
5623,L52802,L,302.9,312.2,1571,40.6,139,No Failure
5624,L52803,L,302.9,312.3,1578,36.3,141,No Failure
5626,L52805,L,302.7,312.1,1728,24.4,146,No Failure
5627,H35040,H,302.7,312.1,1603,32.5,148,No Failure
5628,L52807,L,302.7,312.1,1597,39.8,153,No Failure
5629,L52808,L,302.7,312.1,1688,32.0,155,No Failure
5630,L52809,L,302.7,312.2,1405,51.4,157,No Failure
5633,L52812,L,302.7,312.2,1376,52.8,164,No Failure
5636,L52815,L,302.6,312.1,1502,47.3,171,No Failure
5637,L52816,L,302.6,312.0,1447,45.5,173,No Failure
5638,M20497,M,302.5,312.0,1487,46.1,175,No Failure
5640,L52819,L,302.6,312.1,1668,28.7,180,Random Failures
5641,L52820,L,302.6,312.1,1420,51.6,182,No Failure
5642,L52821,L,302.6,312.1,1473,37.3,184,No Failure
5643,L52822,L,302.5,312.0,1495,38.8,186,No Failure
5644,L52823,L,302.5,312.0,1574,42.0,188,No Failure
5645,L52824,L,302.5,312.0,1383,51.3,190,No Failure
5646,M20505,M,302.5,312.0,1591,29.4,192,No Failure
5647,M20506,M,302.4,311.8,1644,37.2,195,No Failure
5649,L52828,L,302.5,311.9,1401,44.9,203,No Failure
5651,L52830,L,302.5,312.0,1456,46.3,208,No Failure
5652,M20511,M,302.5,312.0,1447,45.7,210,No Failure
5654,L52833,L,302.4,311.7,1495,36.8,215,No Failure
5655,L52834,L,302.3,311.6,1544,34.3,0,No Failure
5656,L52835,L,302.3,311.5,1387,47.3,2,No Failure
5658,L52837,L,302.3,311.5,1794,26.1,7,No Failure
5659,M20518,M,302.2,311.4,1372,55.1,9,No Failure
5660,M20519,M,302.3,311.5,1674,30.0,12,No Failure
5662,L52841,L,302.2,311.4,1397,53.0,17,No Failure
5663,L52842,L,302.2,311.5,1616,34.0,19,No Failure
5664,M20523,M,302.3,311.5,1530,42.3,21,No Failure
5666,L52845,L,302.3,311.4,1845,21.9,27,No Failure
5667,L52846,L,302.2,311.4,1430,43.1,29,No Failure
5668,L52847,L,302.2,311.4,2080,19.2,31,No Failure
5669,M20528,M,302.2,311.4,1432,45.3,33,No Failure
5670,M20529,M,302.2,311.5,1479,39.5,36,No Failure
5671,L52850,L,302.2,311.5,1424,45.2,39,No Failure
5672,H35085,H,302.2,311.6,1534,37.2,41,No Failure
5673,H35086,H,302.1,311.6,1701,26.2,46,No Failure
5675,M20534,M,302.2,311.7,1393,42.5,53,No Failure
5677,L52856,L,302.3,311.8,1565,37.8,59,No Failure
5680,M20539,M,302.2,311.7,1466,49.0,66,No Failure
5681,M20540,M,302.2,311.6,1386,50.5,69,No Failure
5682,L52861,L,302.2,311.6,1383,44.3,72,No Failure
5684,M20543,M,302.2,311.6,1592,37.7,79,No Failure
5685,H35098,H,302.2,311.6,1594,36.8,82,No Failure
5686,L52865,L,302.2,311.5,1482,45.6,87,No Failure
5688,L52867,L,302.3,311.7,2170,18.2,91,No Failure
5691,L52870,L,302.3,311.8,1435,44.8,98,No Failure
5692,L52871,L,302.4,311.8,1320,56.4,100,No Failure
5697,H35110,H,302.5,311.9,1595,34.6,112,No Failure
5698,L52877,L,302.5,311.9,1354,49.4,117,No Failure
5699,L52878,L,302.5,311.9,1265,59.8,119,No Failure
5700,L52879,L,302.4,311.9,1867,25.9,121,No Failure
5701,L52880,L,302.5,311.9,1497,41.6,123,No Failure
5702,M20561,M,302.5,311.9,1347,54.3,125,No Failure
5703,L52882,L,302.3,311.7,1544,43.2,128,No Failure
5705,L52884,L,302.5,311.8,1335,52.7,135,No Failure
5706,L52885,L,302.4,311.9,1452,43.1,137,No Failure
5710,L52889,L,302.2,311.7,1556,38.6,145,No Failure
5712,L52891,L,302.2,311.6,1545,35.9,152,No Failure
5713,L52892,L,302.2,311.7,1330,54.6,154,No Failure
5715,L52894,L,302.2,311.8,1618,36.0,158,No Failure
5717,L52896,L,302.3,312.0,1354,52.2,165,No Failure
5718,L52897,L,302.3,312.0,1746,28.1,167,No Failure
5721,L52900,L,302.3,311.9,1434,51.9,173,No Failure
5722,M20581,M,302.3,311.8,1443,43.4,175,No Failure
5724,M20583,M,302.3,311.8,1475,48.0,180,No Failure
5728,M20587,M,302.3,311.8,1559,34.4,191,No Failure
5729,M20588,M,302.4,311.9,1422,46.4,194,No Failure
5730,M20589,M,302.3,311.8,1463,35.7,197,No Failure
5731,L52910,L,302.3,311.7,1793,25.3,200,No Failure
5734,L52913,L,302.3,311.8,1487,43.2,206,No Failure
5735,L52914,L,302.3,311.8,1369,56.2,208,Overstrain Failure
5736,L52915,L,302.4,311.8,1673,30.1,210,No Failure
5737,M20596,M,302.4,311.9,1439,36.6,212,No Failure
5738,L52917,L,302.3,311.8,1574,42.8,215,No Failure
5739,L52918,L,302.3,311.7,1281,48.8,0,No Failure
5740,M20599,M,302.2,311.7,1653,31.4,2,No Failure
5741,M20600,M,302.3,311.7,1535,38.3,5,No Failure
5742,M20601,M,302.3,311.7,1483,40.5,8,No Failure
5744,M20603,M,302.2,311.6,1379,42.9,13,No Failure
5745,H35158,H,302.2,311.5,1482,42.6,16,No Failure
5746,L52925,L,302.1,311.5,1987,20.1,21,No Failure
5750,H35163,H,302.2,311.8,1330,62.4,31,No Failure
5751,L52930,L,302.2,311.8,1981,21.8,36,No Failure
5752,H35165,H,302.3,311.8,1475,42.8,38,No Failure
5755,L52934,L,302.1,311.5,1727,27.7,50,No Failure
5757,M20616,M,302.0,311.5,1366,52.3,54,No Failure
5758,L52937,L,301.9,311.3,1366,55.6,57,No Failure
5761,M20620,M,301.9,311.3,1522,35.6,63,No Failure
5765,L52944,L,301.7,311.2,1589,37.9,75,No Failure
5766,L52945,L,301.7,311.3,1708,30.5,77,No Failure
5771,L52950,L,301.6,311.2,1408,42.9,89,No Failure
5772,L52951,L,301.6,311.2,1525,43.7,91,No Failure
5774,H35187,H,301.6,311.2,1395,46.8,95,No Failure
5775,L52954,L,301.5,311.1,1602,34.3,100,No Failure
5776,L52955,L,301.6,311.1,1907,21.5,102,No Failure
5777,L52956,L,301.6,311.1,1325,49.2,104,No Failure
5778,L52957,L,301.6,311.1,1408,44.4,106,No Failure
5779,M20638,M,301.7,311.1,1489,41.4,108,No Failure
5781,L52960,L,301.7,311.2,1517,42.4,113,No Failure
5782,M20641,M,301.7,311.1,1618,36.7,115,No Failure
5783,L52962,L,301.7,311.1,1455,39.8,118,No Failure
