type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type
M,300.7,310.8,1486,41.2,71,No Failure
L,300.7,310.8,1925,22.0,74,No Failure
M,300.7,310.8,1724,30.0,76,No Failure
M,300.8,310.8,1549,35.5,79,No Failure
L,300.8,310.9,1457,47.7,82,No Failure
L,300.8,311.0,1578,44.4,86,No Failure
M,300.9,311.1,1325,61.4,88,No Failure
M,300.9,311.2,1472,40.0,93,No Failure
L,301.0,311.0,1402,55.3,98,No Failure
L,300.9,310.9,1477,41.5,100,No Failure
M,300.9,310.9,1727,30.1,102,No Failure
L,300.9,310.9,1370,52.5,107,No Failure
L,300.9,310.9,1228,66.4,109,No Failure
L,300.9,311.0,1499,38.0,111,No Failure
M,301.0,311.0,1508,46.9,113,No Failure
L,301.1,311.1,1429,42.5,123,No Failure
L,301.1,311.1,1470,40.9,125,No Failure
L,301.0,311.0,1581,37.0,127,No Failure
H,300.9,310.8,1390,40.6,131,No Failure
M,300.8,310.7,1452,43.0,139,No Failure
L,300.8,310.7,1586,33.4,142,No Failure
L,300.8,310.7,1589,34.3,144,No Failure
L,300.8,310.8,1486,45.7,146,No Failure
L,300.9,310.9,1755,27.9,148,No Failure
M,301.0,310.9,1575,34.6,150,No Failure
M,301.1,311.1,1436,41.8,156,No Failure
M,301.1,311.1,1470,40.6,159,No Failure
M,301.1,311.1,2089,19.8,162,No Failure
M,301.0,311.1,1420,47.4,167,No Failure
L,301.1,311.2,1555,35.3,172,No Failure
M,301.1,311.1,1592,35.7,174,No Failure
L,301.0,311.0,1634,31.2,182,No Failure
L,301.1,311.1,1508,41.5,184,No Failure
L,301.1,311.0,1677,29.1,188,No Failure
L,301.0,311.0,1399,58.0,190,Overstrain Failure
L,301.0,310.9,1479,44.3,194,No Failure
L,300.8,310.7,1358,48.1,198,No Failure
L,300.9,310.7,1523,35.8,205,No Failure
H,300.9,310.7,1403,40.6,207,No Failure
M,300.9,310.7,1362,51.6,212,No Failure
L,300.8,310.6,1416,42.2,225,No Failure
L,300.8,310.6,1577,37.9,227,Tool Wear Failure
L,300.9,310.7,1573,31.2,2,No Failure
L,300.9,310.8,1517,44.3,4,No Failure
L,301.0,310.9,1515,37.3,6,No Failure
L,301.0,310.8,1527,45.3,8,No Failure
L,301.1,310.9,1282,67.9,10,Power Failure
M,301.1,310.9,1396,45.1,12,No Failure
L,301.0,310.8,1975,19.7,17,No Failure
H,301.0,310.9,1495,37.3,21,No Failure
L,301.1,311.0,1918,21.7,28,No Failure
M,301.1,311.0,1413,46.6,30,No Failure
L,301.0,310.9,1450,45.9,35,No Failure
M,301.0,310.9,1910,21.9,37,No Failure
H,301.0,310.9,1916,22.0,42,No Failure
L,301.0,310.9,1428,45.3,47,No Failure
L,301.0,310.9,1578,38.4,49,No Failure
L,300.9,310.8,1571,39.9,51,No Failure
L,300.9,310.8,1729,30.2,53,No Failure
M,301.0,310.9,1554,32.7,59,No Failure
L,300.9,310.9,1497,43.2,62,No Failure
L,301.0,310.9,1679,29.8,64,No Failure
L,301.0,310.9,1296,54.9,69,No Failure
L,301.0,310.9,1404,41.8,71,No Failure
M,300.9,310.7,1696,27.3,76,No Failure
L,300.7,310.6,1447,40.7,82,No Failure
M,300.7,310.6,1418,46.3,84,No Failure
L,300.7,310.6,1407,40.5,87,No Failure
L,300.8,310.5,1434,44.5,89,No Failure
L,300.8,310.6,1360,48.8,91,No Failure
L,300.9,310.6,1552,34.9,95,No Failure
L,300.9,310.7,1392,44.2,97,No Failure
L,301.1,310.8,1724,27.5,101,No Failure
H,301.0,310.6,1366,50.6,106,No Failure
L,301.1,310.8,1470,49.3,116,No Failure
H,301.1,310.8,1792,25.8,121,No Failure
L,301.2,311.0,1612,32.9,129,No Failure
M,301.2,311.0,1424,41.4,131,No Failure
H,301.3,311.0,1341,59.3,134,No Failure
L,301.2,310.8,1479,38.2,139,No Failure
L,301.2,310.9,1413,50.1,141,No Failure
M,301.3,311.0,1641,33.0,145,No Failure
L,301.3,311.0,1576,30.4,151,No Failure
L,301.2,310.8,1479,41.2,155,No Failure
L,301.3,310.9,1596,33.9,157,No Failure
M,301.3,310.9,1512,36.9,159,No Failure
L,301.4,310.9,1414,38.8,162,No Failure
L,301.3,310.8,1390,57.4,164,No Failure
L,301.2,310.7,1644,31.6,166,No Failure
L,301.1,310.5,1324,52.4,171,No Failure
L,301.0,310.4,1476,43.6,173,No Failure
L,300.9,310.4,1445,41.7,180,No Failure
L,300.8,310.2,1492,46.3,187,No Failure
L,300.8,310.1,1405,61.2,189,Power Failure
M,300.8,310.2,1598,36.5,195,No Failure
L,300.8,310.3,1538,36.1,198,No Failure
L,301.0,310.5,1408,47.0,202,No Failure
L,301.0,310.5,1379,57.3,204,Overstrain Failure
L,301.0,310.6,1493,37.8,206,Tool Wear Failure
L,301.1,310.7,1376,49.1,0,No Failure
M,301.1,310.7,1583,40.7,2,No Failure
M,301.2,310.8,1396,47.4,5,No Failure
L,301.1,310.6,1417,47.6,10,No Failure
L,301.0,310.6,1641,33.4,12,No Failure
L,300.8,310.3,1383,46.6,19,No Failure
L,300.8,310.4,1368,46.8,21,No Failure
L,300.8,310.4,1570,35.2,23,No Failure
L,300.9,310.5,1616,33.5,25,No Failure
M,300.9,310.5,1444,43.2,27,No Failure
M,300.9,310.5,1702,29.3,32,No Failure
M,301.1,310.6,1429,52.7,35,No Failure
L,301.2,310.8,1711,28.9,38,No Failure
M,301.2,310.7,1543,32.9,40,No Failure
L,301.3,310.8,1628,32.2,43,No Failure
L,301.2,310.8,1233,64.6,45,No Failure
L,301.2,310.8,1461,40.6,47,No Failure
L,301.2,310.7,1568,38.3,49,No Failure
M,301.2,310.7,1527,41.1,53,No Failure
M,301.3,310.8,1455,41.2,56,No Failure
M,301.2,310.8,1734,31.3,64,No Failure
M,301.2,310.7,1426,46.1,67,No Failure
L,301.1,310.6,1611,35.2,70,No Failure
M,301.1,310.6,1479,41.1,72,No Failure
L,301.0,310.5,1317,50.9,75,No Failure
L,301.0,310.5,1932,21.7,79,No Failure
M,301.1,310.5,1547,35.8,81,No Failure
H,301.0,310.4,1512,44.9,86,No Failure
L,301.1,310.5,1529,38.7,91,No Failure
H,301.1,310.6,1782,24.9,93,No Failure
M,301.1,310.5,1309,60.7,100,No Failure
L,301.2,310.6,1385,49.2,105,No Failure
M,301.2,310.6,1576,39.6,109,No Failure
L,301.1,310.5,1532,37.5,119,No Failure
M,301.1,310.5,1603,32.6,121,No Failure
L,301.0,310.4,1563,34.4,124,No Failure
L,301.0,310.3,1617,34.5,126,No Failure
M,300.8,310.1,1686,26.9,128,No Failure
L,300.9,310.1,2090,17.8,133,No Failure
M,300.9,310.2,1533,38.1,137,No Failure
L,300.9,310.3,1440,47.6,140,No Failure
M,301.0,310.4,1517,46.1,145,No Failure
L,300.9,310.4,1544,36.0,148,No Failure
M,300.9,310.3,1416,50.9,152,No Failure
L,300.8,310.2,1514,40.0,155,No Failure
L,300.7,310.2,1286,64.9,160,No Failure
M,300.7,310.1,1367,52.6,167,No Failure
L,300.7,310.1,1721,32.3,170,No Failure
L,300.6,310.0,1455,40.4,172,No Failure
L,300.7,310.0,1672,29.7,176,No Failure
M,300.7,310.0,1641,34.6,178,No Failure
H,300.5,310.0,1495,47.4,184,No Failure
M,300.4,309.8,1430,43.4,198,No Failure
L,300.4,309.8,1395,48.1,201,No Failure
L,300.4,309.9,1681,28.6,206,No Failure
H,300.5,309.9,1397,45.9,210,Tool Wear Failure
M,300.4,309.8,1421,47.2,0,No Failure
L,300.2,309.8,1827,23.0,6,No Failure
H,300.2,309.8,1374,47.7,8,No Failure
L,300.2,309.7,1421,44.6,17,No Failure
L,300.2,309.8,1557,33.8,19,No Failure
L,300.1,309.8,1506,35.2,21,No Failure
L,300.1,309.7,1362,49.1,23,No Failure
M,300.0,309.6,1491,42.0,29,No Failure
L,300.1,309.6,1565,34.8,32,No Failure
L,300.1,309.7,1481,37.9,34,No Failure
M,300.1,309.7,1420,48.4,36,No Failure
M,300.2,309.8,1466,45.7,41,No Failure
L,300.1,309.8,1430,56.7,44,No Failure
L,300.1,309.7,1441,40.1,46,No Failure
M,300.1,309.7,1348,57.3,48,No Failure
L,300.0,309.6,1738,28.7,51,No Failure
M,300.0,309.6,1618,36.2,53,No Failure
M,299.9,309.5,1412,57.9,59,No Failure
M,299.9,309.5,2065,18.1,62,No Failure
L,300.0,309.6,1571,33.1,65,No Failure
H,300.0,309.5,1781,24.9,70,No Failure
L,300.1,309.6,1321,46.9,75,No Failure
L,300.1,309.6,1546,36.7,77,No Failure
M,300.0,309.5,1879,22.4,79,No Failure
H,300.0,309.5,1735,28.9,82,No Failure
L,300.0,309.5,1506,38.8,87,No Failure
H,300.0,309.6,1629,32.3,89,No Failure
L,300.0,309.6,1694,28.7,94,No Failure
L,300.1,309.6,1541,37.0,96,No Failure
L,300.2,309.8,1430,55.0,102,No Failure
L,300.2,309.8,1481,41.9,106,No Failure
H,300.2,309.7,1483,43.8,108,No Failure
L,300.1,309.7,1410,48.3,118,No Failure
L,300.2,309.7,1656,34.3,120,No Failure
M,300.2,309.8,1487,39.2,122,No Failure
H,300.3,309.9,1677,30.1,130,No Failure
L,300.3,309.8,1450,55.0,135,No Failure
M,300.2,309.7,1413,43.0,137,No Failure
L,300.1,309.7,1680,33.8,140,No Failure
L,300.2,309.7,1678,30.5,142,No Failure
M,300.1,309.6,1376,52.1,147,No Failure
L,300.0,309.6,1526,46.4,150,No Failure
M,300.0,309.6,1587,32.6,152,No Failure
L,300.1,309.7,1351,58.2,155,No Failure
L,300.1,309.7,1601,35.8,160,No Failure
M,300.0,309.6,1573,39.7,162,No Failure
M,300.1,309.6,1584,36.7,165,No Failure
L,300.1,309.6,1649,33.6,168,No Failure
M,300.2,309.7,1183,61.4,170,No Failure
L,300.1,309.7,2151,17.5,173,No Failure
L,300.3,310.0,1560,40.8,182,No Failure
L,300.4,310.1,1544,41.9,184,No Failure
L,300.4,310.0,1423,44.2,189,No Failure
M,300.4,310.1,1457,35.1,193,No Failure
L,300.4,310.1,1503,42.2,196,No Failure
H,300.4,310.1,1484,38.0,198,No Failure
L,300.3,309.9,1540,39.9,203,No Failure
H,300.3,309.9,1405,52.1,205,No Failure
L,300.3,309.9,1518,36.4,0,No Failure
L,300.3,309.9,1527,41.4,2,No Failure
L,300.3,309.9,1377,55.3,4,No Failure
L,300.3,309.9,1393,56.1,12,No Failure
L,300.2,309.8,1418,49.3,16,No Failure
M,300.2,309.8,1743,24.1,18,No Failure
M,300.2,309.8,1394,47.4,21,No Failure
L,300.3,309.8,1523,39.2,24,No Failure
L,300.2,309.8,1353,59.4,26,No Failure
L,300.3,309.9,1570,34.0,31,No Failure
L,300.3,309.9,1621,34.1,36,No Failure
L,300.4,310.0,1769,26.1,38,No Failure
L,300.4,310.0,1581,30.3,42,No Failure
L,300.7,310.2,1639,31.4,48,No Failure
L,300.7,310.2,1348,54.8,50,No Failure
L,300.7,310.3,1662,34.4,57,No Failure
M,300.7,310.3,1471,40.2,59,No Failure
H,300.7,310.2,1877,24.8,64,No Failure
L,300.6,310.2,1519,44.6,69,No Failure
L,300.6,310.2,1378,47.3,71,No Failure
L,300.7,310.2,1696,27.5,73,No Failure
L,300.7,310.1,1376,50.8,75,No Failure
L,300.7,310.1,1565,40.2,81,No Failure
L,300.7,310.0,1395,48.0,85,No Failure
M,300.6,310.0,1302,62.9,87,No Failure
M,300.6,310.0,1397,55.2,90,No Failure
L,300.6,310.0,1313,52.9,93,No Failure
L,300.6,310.0,1505,35.9,95,No Failure
H,300.5,310.0,1358,60.4,102,No Failure
M,300.5,309.9,1735,27.0,107,No Failure
M,300.5,309.8,1416,48.5,110,No Failure
L,300.4,309.7,1740,31.1,113,No Failure
M,300.4,309.6,1521,35.0,119,No Failure
L,300.4,309.6,1379,54.5,122,No Failure
L,300.4,309.6,1523,38.5,124,No Failure
H,300.4,309.6,1571,33.6,126,No Failure
H,300.4,309.5,1547,50.7,131,No Failure
M,300.5,309.7,1347,54.3,136,No Failure
L,300.5,309.7,1384,48.6,141,No Failure
L,300.5,309.7,1841,24.6,143,No Failure
L,300.6,309.8,1418,42.7,147,No Failure
L,300.6,309.9,1480,43.7,153,No Failure
L,300.6,309.8,1629,37.6,162,No Failure
L,300.5,309.8,1939,21.4,164,No Failure
H,300.6,309.8,1541,36.2,166,No Failure
L,300.7,309.8,1330,54.4,171,No Failure
L,300.7,309.9,1383,44.5,176,No Failure
M,300.8,309.9,1444,46.0,180,No Failure
L,300.7,309.8,1363,53.1,183,No Failure
L,300.6,309.7,1617,33.2,185,No Failure
M,300.6,309.8,1694,31.1,187,No Failure
L,300.8,309.9,1312,65.3,192,Overstrain Failure
L,300.9,310.0,1671,26.8,199,No Failure
L,300.9,310.0,2595,13.7,207,No Failure
M,301.0,310.1,1681,27.4,212,No Failure
L,301.1,310.1,1457,39.6,215,No Failure
L,301.0,310.1,1558,32.6,0,No Failure
H,301.0,310.1,1756,30.7,2,No Failure
L,301.1,310.2,1455,55.3,9,No Failure
M,301.2,310.1,2280,15.7,11,No Failure
M,301.1,310.0,1433,48.1,14,No Failure
L,301.1,310.0,1513,38.0,17,No Failure
L,301.0,309.9,1507,41.8,19,No Failure
L,301.0,310.0,1480,43.5,21,No Failure
H,301.1,310.0,1470,40.1,23,No Failure
L,301.1,310.1,1540,36.6,28,No Failure
M,301.2,310.1,1666,34.9,37,No Failure
L,301.1,310.1,1489,45.8,42,No Failure
M,301.1,310.2,1850,27.7,44,No Failure
L,301.1,310.4,1312,73.6,49,Power Failure
L,301.2,310.4,1516,44.4,53,No Failure
L,301.2,310.5,1546,40.0,55,No Failure
L,301.3,310.7,1504,47.2,74,No Failure
L,301.3,310.6,1436,44.2,76,No Failure
H,301.2,310.5,1505,43.6,78,No Failure
M,301.3,310.5,1481,39.7,85,No Failure
L,301.4,310.7,1487,44.6,88,No Failure
L,301.4,310.7,1436,54.1,90,No Failure
L,301.4,310.7,1509,38.3,95,No Failure
L,301.4,310.8,1543,36.9,97,No Failure
L,301.4,310.8,1698,29.6,99,No Failure
M,301.4,310.7,1470,46.5,101,No Failure
M,301.4,310.8,1530,39.9,107,No Failure
L,301.4,310.8,1740,29.2,110,No Failure
L,301.4,310.8,1770,24.1,112,No Failure
H,301.3,310.6,1527,44.0,114,No Failure
L,301.3,310.7,1516,46.0,119,No Failure
L,301.4,310.7,1616,36.5,121,No Failure
L,301.4,310.7,1786,26.1,123,No Failure
L,301.4,310.8,1389,52.7,125,No Failure
M,301.5,310.6,1638,31.9,137,No Failure
M,301.5,310.6,1447,41.9,140,No Failure
H,301.5,310.6,1512,39.0,143,No Failure
L,301.6,310.8,1961,21.8,148,No Failure
L,301.5,310.7,1596,35.4,150,No Failure
M,301.5,310.7,1871,21.3,152,No Failure
L,301.4,310.6,1557,38.2,157,No Failure
L,301.4,310.6,1550,36.8,159,No Failure
L,301.3,310.6,1966,22.6,161,No Failure
L,301.3,310.6,1521,36.3,166,No Failure
M,301.3,310.6,1378,49.4,173,No Failure
L,301.4,310.7,1428,53.7,176,No Failure
M,301.4,310.6,1855,25.3,178,No Failure
L,301.4,310.6,1578,33.0,181,No Failure
M,301.4,310.5,1451,45.3,183,No Failure
L,301.5,310.5,1644,34.9,186,No Failure
L,301.4,310.4,1543,40.9,190,No Failure
L,301.5,310.5,1528,35.7,198,No Failure
M,301.5,310.5,1600,32.8,205,No Failure
L,301.5,310.6,1453,44.0,208,No Failure
M,301.6,310.7,1813,24.6,210,No Failure
L,301.7,310.7,2023,20.9,5,No Failure
M,301.6,310.7,1457,47.8,7,No Failure
L,301.6,310.6,2103,19.7,12,No Failure
M,301.5,310.7,1454,39.4,17,No Failure
L,301.5,310.6,1481,46.8,20,No Failure
L,301.5,310.7,1424,51.1,22,No Failure
L,301.6,310.7,1494,39.5,24,No Failure
L,301.5,310.6,1374,46.7,32,No Failure
M,301.5,310.6,1403,47.4,34,No Failure
M,301.5,310.6,1573,37.4,37,No Failure
M,301.6,310.6,1691,30.1,40,No Failure
H,301.5,310.5,1538,44.3,43,No Failure
L,301.5,310.5,1556,39.1,48,No Failure
M,301.5,310.4,1593,36.8,50,No Failure
L,301.5,310.4,1474,39.9,53,No Failure
H,301.5,310.5,1587,33.8,57,No Failure
L,301.7,310.6,1513,41.1,64,No Failure
L,301.7,310.6,1660,28.7,66,No Failure
L,301.7,310.6,1545,42.1,68,No Failure
L,301.6,310.6,1321,60.8,73,No Failure
M,301.6,310.6,1309,65.8,75,Power Failure
M,301.7,310.7,1627,31.3,78,No Failure
M,301.6,310.7,1791,23.8,81,No Failure
L,301.7,310.7,1493,51.1,87,No Failure
M,301.7,310.7,1442,41.1,89,No Failure
L,301.7,310.7,1532,39.8,92,No Failure
M,301.6,310.7,1421,44.4,94,No Failure
M,301.7,310.6,1876,22.1,99,No Failure
L,301.6,310.5,1397,49.4,104,No Failure
M,301.5,310.4,1378,55.3,109,No Failure
L,301.4,310.4,1301,51.2,112,No Failure
L,301.5,310.5,1534,39.3,119,No Failure
H,301.5,310.5,1453,48.0,124,No Failure
L,301.4,310.5,1380,48.4,131,No Failure
L,301.4,310.4,1334,43.2,133,No Failure
L,301.5,310.5,1702,28.7,135,No Failure
L,301.6,310.6,1431,37.5,137,No Failure
L,301.5,310.6,1565,43.9,142,No Failure
M,301.5,310.4,1486,39.6,144,No Failure
L,301.5,310.5,1927,22.4,149,No Failure
L,301.5,310.4,1488,41.1,151,No Failure
M,301.5,310.4,1350,54.9,153,No Failure
L,301.6,310.4,1561,35.3,156,No Failure
M,301.5,310.4,1276,55.6,158,No Failure
L,301.4,310.3,2203,16.6,169,No Failure
L,301.4,310.3,1639,32.7,171,No Failure
M,301.4,310.4,1553,44.7,173,No Failure
L,301.4,310.3,1374,47.6,176,No Failure
L,301.4,310.4,1430,50.9,178,No Failure
L,301.3,310.3,1626,31.3,180,No Failure
H,301.4,310.5,1421,43.8,182,No Failure
M,301.3,310.4,2093,18.7,190,No Failure
L,301.3,310.4,1538,38.4,195,No Failure
L,301.3,310.4,1414,51.4,199,No Failure
H,301.4,310.5,1536,39.9,201,No Failure
L,301.4,310.5,1476,39.2,206,No Failure
L,301.4,310.5,1571,33.9,208,No Failure
L,301.5,310.6,1357,42.1,212,No Failure
L,301.6,310.7,1424,50.5,214,No Failure
L,301.6,310.7,1380,51.8,216,Overstrain Failure
L,301.5,310.7,1618,35.5,218,No Failure
L,301.5,310.6,1579,28.0,220,No Failure
L,301.5,310.7,1423,44.0,222,No Failure
L,301.5,310.7,1435,38.5,224,No Failure
L,301.6,310.8,1392,42.4,3,No Failure
L,301.5,310.8,1417,49.7,5,No Failure
L,301.4,310.7,1425,45.1,7,No Failure
L,301.5,310.8,1512,38.9,9,No Failure
L,301.6,310.9,1538,40.4,13,No Failure
L,301.6,310.9,1532,43.6,15,No Failure
L,301.7,311.0,1700,28.7,19,No Failure
L,301.7,311.0,1548,40.3,21,No Failure
L,301.7,311.0,1343,49.2,25,No Failure
M,301.7,311.0,1510,47.8,27,No Failure
M,301.8,311.0,1839,23.6,30,No Failure
M,301.7,310.9,1300,62.7,36,No Failure
M,301.7,311.0,1311,55.8,39,No Failure
L,301.7,310.9,1636,31.3,42,No Failure
L,301.6,310.9,1643,34.1,44,No Failure
L,301.6,310.8,1418,44.7,46,No Failure
H,301.6,310.9,1419,50.2,51,No Failure
L,301.6,310.9,1623,34.1,56,No Failure
M,301.5,310.7,1744,28.2,61,No Failure
L,301.4,310.6,1381,46.1,70,No Failure
L,301.3,310.6,1556,39.0,72,No Failure
M,301.4,310.6,1464,37.4,74,No Failure
L,301.5,310.7,1323,49.7,79,No Failure
L,301.5,310.7,1426,46.1,81,No Failure
L,301.4,310.6,2137,18.0,99,No Failure
L,301.4,310.7,1280,61.0,106,No Failure
L,301.4,310.7,1657,28.7,108,No Failure
M,301.4,310.6,1565,36.1,110,No Failure
L,301.3,310.6,1560,36.8,113,No Failure
L,301.5,310.8,1500,41.0,118,No Failure
H,301.5,310.9,1524,40.4,124,No Failure
L,301.6,310.9,1385,51.2,132,No Failure
L,301.7,311.0,1503,44.8,134,No Failure
M,301.6,310.9,1575,40.1,139,No Failure
L,301.6,311.0,1485,40.1,142,No Failure
H,301.8,311.1,1463,50.1,149,No Failure
L,301.7,311.2,1482,43.6,154,No Failure
L,301.8,311.2,1417,55.9,156,No Failure
M,301.7,311.1,1506,39.5,158,No Failure
H,301.7,311.2,1639,30.0,161,No Failure
L,301.7,311.2,1418,38.0,166,No Failure
M,301.8,311.1,1395,44.6,171,No Failure
M,301.7,311.1,1578,40.5,174,No Failure
H,301.7,311.0,2016,19.3,180,No Failure
L,301.7,311.0,1585,35.9,185,No Failure
L,301.6,310.9,1706,29.5,193,No Failure
L,301.8,311.1,1495,36.9,197,No Failure
M,301.8,311.1,1663,31.6,199,No Failure
L,301.4,310.9,1536,38.3,9,No Failure
L,301.5,310.9,1580,32.3,11,No Failure
M,301.4,311.0,1427,43.2,13,No Failure
L,301.3,310.9,1509,41.7,16,No Failure
L,301.2,310.8,1392,52.6,23,No Failure
M,301.3,310.8,1509,40.1,25,No Failure
M,301.2,310.7,1962,22.5,28,No Failure
L,301.3,310.7,1536,39.3,31,No Failure
L,301.3,310.8,1381,47.9,33,No Failure
L,301.2,310.6,1670,30.0,40,No Failure
L,301.3,310.6,1451,47.5,42,No Failure
M,301.3,310.7,1819,25.5,46,No Failure
M,301.3,310.8,1372,54.2,49,No Failure
L,301.3,310.8,1560,38.5,52,No Failure
M,301.3,310.8,1494,35.3,54,No Failure
M,301.3,310.7,1391,52.5,61,No Failure
L,301.2,310.6,1389,45.3,64,No Failure
M,301.1,310.6,1410,43.9,73,No Failure
M,301.1,310.5,1646,30.7,76,No Failure
M,301.1,310.7,2219,16.7,79,No Failure
L,301.2,310.7,1551,41.2,82,No Failure
L,301.3,310.7,1608,31.4,86,No Failure
L,301.3,310.8,1428,55.2,88,No Failure
L,301.4,310.8,1477,50.4,90,No Failure
L,301.2,310.7,1676,32.4,98,No Failure
M,301.1,310.7,2636,12.2,100,Power Failure
M,301.1,310.6,1310,48.8,103,No Failure
M,301.1,310.7,1621,31.0,108,No Failure
M,301.1,310.7,1367,43.4,111,No Failure
L,301.0,310.6,1588,33.7,114,No Failure
M,301.0,310.7,1497,37.6,116,No Failure
L,301.0,310.8,1549,41.4,121,No Failure
L,301.0,310.7,1727,34.5,127,No Failure
L,300.9,310.6,1350,53.8,131,No Failure
H,300.8,310.6,1465,44.1,136,No Failure
L,300.9,310.7,1427,44.1,141,No Failure
L,300.9,310.7,1477,43.2,143,No Failure
M,301.0,310.7,1493,48.1,145,No Failure
M,301.0,310.7,1657,29.9,148,No Failure
L,300.9,310.7,1359,46.0,151,No Failure
L,300.8,310.6,1551,34.5,153,No Failure
M,300.9,310.6,1709,29.2,158,No Failure
M,300.9,310.7,1268,56.3,161,No Failure
L,300.9,310.7,1740,25.3,164,No Failure
L,301.0,310.9,1828,25.1,166,No Failure
L,301.0,310.9,1822,21.6,168,No Failure
M,301.0,310.9,1515,41.8,170,No Failure
H,300.9,310.9,1474,35.7,175,No Failure
M,301.0,310.9,1359,53.4,180,No Failure
L,301.1,311.0,1565,52.3,183,No Failure
M,301.1,311.1,1384,42.5,185,No Failure
L,301.1,311.0,1378,51.1,190,No Failure
L,301.0,310.9,1809,25.7,192,No Failure
H,301.1,311.0,1339,52.8,194,No Failure
M,301.0,311.0,1423,38.6,199,No Failure
L,301.1,311.1,1570,41.6,202,No Failure
L,301.2,311.2,1558,34.1,204,No Failure
L,301.1,311.1,1799,21.7,206,No Failure
L,301.2,311.2,1635,29.6,211,No Failure
L,301.3,311.3,1509,42.5,213,No Failure
M,301.3,311.4,1838,23.2,215,No Failure
M,301.3,311.5,1648,32.4,0,No Failure
M,301.2,311.5,1498,49.5,3,No Failure
M,301.1,311.3,1389,53.3,8,No Failure
H,301.0,311.2,1602,32.7,19,No Failure
L,300.9,311.1,1417,40.7,24,No Failure
M,301.1,311.3,1836,22.8,31,No Failure
L,301.0,311.2,1467,45.4,36,No Failure
M,301.1,311.3,1909,22.7,38,No Failure
M,301.1,311.2,1384,49.4,48,No Failure
L,301.1,311.3,1630,29.5,51,No Failure
L,301.1,311.3,1268,60.0,53,No Failure
M,301.0,311.3,1454,41.5,57,No Failure
L,301.0,311.3,1342,50.9,60,No Failure
L,301.0,311.3,1472,35.3,73,No Failure
H,300.9,311.3,1295,58.9,77,No Failure
M,300.8,311.2,1592,32.9,82,No Failure
L,300.8,311.2,1430,54.4,85,No Failure
H,300.9,311.2,1518,35.0,90,No Failure
H,300.8,311.2,2237,17.0,95,No Failure
M,300.9,311.3,1801,24.6,100,No Failure
L,300.9,311.4,2073,21.4,105,No Failure
L,300.9,311.3,1953,19.4,107,No Failure
L,300.8,311.2,1397,48.7,111,No Failure
M,300.8,311.3,1465,43.2,113,No Failure
L,300.8,311.3,1782,26.9,116,No Failure
M,300.9,311.4,1532,41.5,126,No Failure
L,300.9,311.5,1505,41.1,129,No Failure
L,301.0,311.6,1440,43.3,131,No Failure
L,301.0,311.6,1470,43.4,133,No Failure
L,301.1,311.7,1408,46.3,135,No Failure
M,301.0,311.6,1357,45.6,137,No Failure
M,301.0,311.6,1454,40.0,140,No Failure
L,301.0,311.6,1352,63.5,143,No Failure
L,301.0,311.7,1670,31.3,150,No Failure
L,301.0,311.7,1547,34.5,152,No Failure
L,301.0,311.6,1461,40.6,154,No Failure
M,301.0,311.6,1609,35.8,156,No Failure
M,300.9,311.5,1704,31.3,159,No Failure
L,300.9,311.3,1613,32.7,170,No Failure
L,300.8,311.2,1376,48.1,172,No Failure
L,300.8,311.2,1434,45.6,174,No Failure
L,300.8,311.1,1480,41.1,176,No Failure
M,300.8,311.2,1634,31.9,178,No Failure
H,300.9,311.3,1668,28.9,183,No Failure
M,300.9,311.3,1603,31.8,190,No Failure
L,301.0,311.4,1481,37.5,193,No Failure
M,301.2,311.6,1423,48.0,199,No Failure
L,301.1,311.6,1432,48.1,202,No Failure
L,301.2,311.7,1463,48.3,204,No Failure
L,301.2,311.7,1433,49.3,206,No Failure
L,301.2,311.6,1461,52.9,208,Overstrain Failure
L,301.1,311.6,1488,43.4,5,No Failure
L,301.1,311.7,1816,24.5,7,No Failure
M,301.0,311.6,1301,55.0,9,No Failure
L,300.6,311.1,1471,40.7,26,No Failure
H,300.6,311.1,1452,40.2,28,No Failure
L,300.7,311.2,1452,44.4,33,No Failure
H,300.8,311.4,1453,44.6,38,No Failure
M,300.8,311.4,1732,26.9,45,No Failure
L,300.7,311.3,1522,35.2,48,No Failure
